iteration,z_norm,PSNR_obs,RelMSE_obs,PSNR_holdout,RelMSE_holdout,FA_MAE,MD_MAE,AD_MAE,RD_MAE,mean_D_error,mean_delta_D,n_observed_vols,n_holdout_vols,signal_loss_obs,L_directional,L_angular,L_z,objective,lambda_shape,lambda_z,subject,sampling_ratio
1000,0.3948447108268738,-10.139776840739492,14.937893442654081,nan,nan,0.18196978100930744,0.0003206448164222011,0.0004702950010911293,0.00033132569514502665,0.0007751335588011453,0.0001969799835794405,108,0,59.17106628417969,16.744421005249023,0.04872085899114609,0.15545383095741272,signal,0.0,0.0,120717,1.0
0,0.0,-29.585924173909113,324.4805959439076,-22.32784351302471,43.00284182706094,0.1747288505215207,0.0003093042149979242,0.0004208497547848601,0.0003233813504104159,0.00072880006256572,0.0,40,68,nan,nan,nan,nan,signal,0.0,0.0,121618,0.25
10,0.01844966784119606,-28.765153662076326,268.6035076575589,-21.621631896421896,36.54904175294103,0.1749174644256131,0.0003096557513586164,0.0004216884661847741,0.0003236171901284076,0.0007294998361016514,8.813395985936275e-06,40,68,8.547348022460938,2.350048542022705,0.04378844052553177,0.0003043354954570532,signal,0.0,0.0,121618,0.25
50,0.0580194815993309,-26.94783038683787,176.75811124246047,-19.93127261563048,24.7650989167256,0.1754827556971868,0.0003105598043266212,0.0004239729521798796,0.00032421008712611206,0.0007313756807549066,3.1224693547696424e-05,40,68,1.8982152938842773,0.4619353115558624,0.04357695206999779,0.003326644655317068,signal,0.0,0.0,121618,0.25
100,0.09487304836511612,-25.85121404791263,137.31491687932302,-18.46361775766351,17.66341127559196,0.17612516818251675,0.00031151149835682054,0.0004268700726926501,0.00032468475680654945,0.0007338118281237759,5.344614762406463e-05,40,68,2.2680881023406982,0.562170147895813,0.04698249697685242,0.00892991665750742,signal,0.0,0.0,121618,0.25
200,0.15337255597114563,-24.593018399929885,102.77752461670649,-17.042776701710984,12.734751524221933,0.17708490143911107,0.00031297618235094014,0.0004314246085110872,0.00032536079372358205,0.0007376856450645649,8.368241110040109e-05,40,68,49.92585372924805,19.439287185668945,0.045601826161146164,0.0234538447111845,signal,0.0,0.0,121618,0.25
500,0.2269623726606369,-22.53839089838721,64.03765254059799,-16.00476860007317,10.027430611990127,0.17852867307261727,0.00031537323614857295,0.0004373671704239204,0.00032699233660634107,0.0007433089899188593,0.00011950532768793472,40,68,4.0617780685424805,0.8352771401405334,0.04582824558019638,0.05160420015454292,signal,0.0,0.0,121618,0.25
1000,0.24698495864868164,-22.392571483325014,61.92321007129972,-15.832753079118117,9.638026439160761,0.17893808215129217,0.0003155585337179126,0.0004395320349350966,0.0003267348981076614,0.000745018395068285,0.00012812508432140447,40,68,1.6051807403564453,0.3219940662384033,0.04590265452861786,0.06105637922883034,signal,0.0,0.0,121618,0.25
0,0.0,-28.06488409583863,194.55850276164765,-22.296576862951593,43.648029486668385,0.1747288505215207,0.0003093042149979242,0.0004208497547848601,0.0003233813504104159,0.00072880006256572,0.0,63,45,nan,nan,nan,nan,signal,0.0,0.0,121618,0.5
10,0.02154931239783764,-27.011250145827134,152.6464893011486,-21.389272433006393,35.41882903069067,0.1749775205360677,0.0003097216313082183,0.00042194665483154205,0.0003236360127911077,0.0007296898752094518,1.102163809318077e-05,63,45,6.623916149139404,2.8455052375793457,0.04489802196621895,0.0004007764218840748,signal,0.0,0.0,121618,0.5
50,0.06622643023729324,-25.079378212787432,97.83621148583536,-19.547603258621656,23.17753692274527,0.17565900983923036,0.00031072084262000595,0.0004248011852688175,0.0003241982566810216,0.0007319970583611223,3.687679589597514e-05,63,45,1.3545595407485962,0.45686376094818115,0.04483693093061447,0.004343141335994005,signal,0.0,0.0,121618,0.5
100,0.10740555822849274,-24.091575626447103,77.93263643475501,-18.02156110036439,16.31034193325911,0.17636677797178943,0.00031178218547297046,0.00042796670477189227,0.000324753106341194,0.0007346760377207384,6.058460752771922e-05,63,45,1.63933265209198,0.5537174940109253,0.0482240691781044,0.011422600597143173,signal,0.0,0.0,121618,0.5
